date,rice,wheat,onion,tomato,potato,sugar,milk,egg,chicken,oil,chili
2019-06-09,43.87,40.44,20.22,17.8,22.61,31.96,55.36,6.17,137.64,140.08,87.95
2019-06-10,43.25,42.11,21.91,18.48,23.94,32.26,57.11,6.2,145.78,141.43,87.46
2019-06-11,42.48,41.75,36.57,19.48,25.25,34.12,54.89,6.0,143.3,139.36,82.68
2019-06-12,40.1,39.08,42.24,19.36,25.42,34.6,50.9,6.11,134.62,135.2,79.8
2019-07-01,39.22,36.26,22.64,19.53,25.01,34.91,47.58,6.14,125.15,125.4,77.48
2019-07-02,40.4,34.98,22.8,20.21,24.86,36.15,45.73,6.43,120.33,120.77,79.32
2019-07-03,41.97,34.3,22.55,20.52,24.35,36.76,46.73,6.67,117.21,118.26,82.15
2019-07-04,44.62,35.16,22.45,20.7,23.65,37.58,48.16,6.91,119.89,121.36,88.31
2019-07-05,46.35,35.84,21.25,20.22,23.0,36.99,50.9,7.09,119.02,124.21,91.33
2019-07-06,46.3,36.21,20.34,19.32,21.9,34.78,51.81,6.84,122.91,125.96,91.49
2019-07-07,46.23,37.87,19.86,18.59,21.63,33.49,53.81,6.66,128.22,131.45,91.98
2019-07-08,45.34,39.41,19.8,18.0,21.9,32.46,55.13,6.4,133.83,136.64,90.68
2019-07-09,43.83,40.45,20.23,17.8,22.63,31.96,55.35,6.16,137.82,140.15,87.84
2019-07-10,43.93,42.11,21.85,18.78,23.79,33.27,56.49,6.14,140.61,146.24,87.21
2019-07-11,41.31,40.74,39.33,18.64,25.77,34.11,54.85,6.1,138.17,143.43,82.13
2019-07-12,40.1,39.04,46.73,19.39,25.44,34.66,50.83,6.11,134.5,135.07,79.76
2019-08-01,39.24,36.21,22.66,19.56,25.02,34.96,47.53,6.15,124.97,125.2,77.54
2019-08-02,40.45,34.95,22.81,20.23,24.85,36.17,46.64,6.44,120.15,120.62,79.43
2019-08-03,42.04,34.28,22.53,20.52,24.33,36.77,46.75,6.68,117.16,118.19,82.25
2019-08-04,44.64,34.23,22.19,20.47,23.68,37.51,48.11,7.06,118.89,120.06,87.02
2019-08-05,45.71,35.19,21.59,20.11,22.84,36.29,50.18,7.13,121.45,122.24,90.93
2019-08-06,46.31,36.26,20.31,19.29,21.88,34.74,51.88,6.84,123.02,126.11,91.55
2019-08-07,46.23,37.92,19.85,18.56,21.64,33.45,53.85,6.65,128.41,131.58,91.95
2019-08-08,45.3,39.46,19.8,17.99,21.92,32.43,55.15,6.39,133.97,136.79,90.59
2019-08-09,43.77,40.46,20.25,17.81,22.67,31.97,55.34,6.15,137.89,140.23,87.71
2019-08-10,43.11,42.0,21.67,18.71,24.11,32.44,55.62,6.25,145.3,145.06,86.07
2019-08-11,42.0,40.34,45.89,18.79,25.8,34.29,54.66,6.03,142.69,143.62,83.15
2019-08-12,40.09,39.0,48.31,19.41,25.47,34.71,50.77,6.12,134.38,134.93,79.71
2019-09-01,39.25,36.16,22.67,19.59,25.02,35.0,47.48,6.16,124.8,125.04,77.55
2019-09-02,40.51,34.92,22.8,20.25,24.83,36.2,46.63,6.45,120.01,120.5,79.51
2019-09-03,42.11,34.26,22.51,20.52,24.3,36.78,46.77,6.69,117.1,118.19,82.36
2019-09-04,44.19,34.79,22.19,20.77,23.96,36.95,48.96,7.02,120.1,119.23,87.94
2019-09-05,46.14,35.89,21.54,20.49,22.69,36.66,49.92,7.08,120.52,122.0,89.49
2019-09-06,46.33,36.33,20.29,19.26,21.87,34.69,51.95,6.84,123.17,126.26,91.6
2019-09-07,46.22,37.97,19.84,18.54,21.63,33.42,53.92,6.64,128.64,131.76,91.95
2019-09-08,45.25,39.51,19.82,17.98,21.94,32.41,55.17,6.38,134.14,136.91,90.5
2019-09-09,43.72,40.48,20.27,17.81,22.69,31.97,55.32,6.15,137.95,140.26,87.6
2019-09-10,42.83,41.27,21.67,18.52,24.46,33.79,54.5,6.06,141.56,146.82,84.74
2019-09-11,42.08,40.72,50.1,19.25,25.36,34.89,54.03,6.25,143.59,142.25,85.19
2019-09-12,40.07,38.96,47.68,19.44,25.49,34.76,50.69,6.13,134.25,134.79,79.69
2019-10-01,39.29,36.11,22.68,19.61,25.02,35.05,47.44,6.17,124.63,124.91,77.58
2019-10-02,40.55,34.88,22.79,20.26,24.82,36.22,46.63,6.46,119.83,120.35,79.61
2019-10-03,42.17,34.25,22.5,20.52,24.27,36.79,46.78,6.69,117.01,118.17,82.46
2019-10-04,44.98,34.38,22.18,20.52,23.49,37.36,48.64,7.01,119.31,121.61,86.74
2019-10-05,46.42,35.08,21.26,20.04,22.75,36.47,50.56,7.03,121.98,122.73,89.61
2019-10-06,46.34,36.38,20.26,19.24,21.85,34.63,52.01,6.83,123.33,126.43,91.65
2019-10-07,46.2,38.02,19.83,18.51,21.64,33.38,53.96,6.63,128.83,131.94,91.92
2019-10-08,45.21,39.56,19.82,17.97,21.96,32.39,55.2,6.38,134.25,137.03,90.42
2019-10-09,43.65,40.5,20.28,17.81,22.72,31.97,55.31,6.14,138.05,140.33,87.49
2019-10-10,43.07,40.8,21.55,18.1,24.46,33.67,56.57,6.15,143.27,142.71,84.34
2019-10-11,41.69,41.97,36.06,18.78,25.49,34.94,53.65,6.31,141.48,140.02,81.55
2019-10-12,40.07,38.91,43.63,19.47,25.5,34.81,50.62,6.13,134.13,134.64,79.67
2019-11-01,39.31,36.06,22.7,19.63,25.02,35.09,47.4,6.17,124.42,124.72,77.66
2019-11-02,40.62,34.84,22.79,20.27,24.8,36.26,46.61,6.47,119.68,120.27,79.69
2019-11-03,42.23,34.23,22.48,20.52,24.25,36.79,46.79,6.7,116.95,118.14,82.59
2019-11-04,45.25,34.95,22.11,21.0,23.39,37.23,48.36,6.98,117.06,120.44,88.13
2019-11-05,45.73,35.69,21.63,20.48,22.87,35.92,50.68,7.01,119.8,122.94,90.97
2019-11-06,46.34,36.43,20.25,19.21,21.84,34.59,52.08,6.83,123.49,126.61,91.67
2019-11-07,46.17,38.06,19.83,18.49,21.64,33.34,54.03,6.62,129.07,132.09,91.91
2019-11-08,45.17,39.6,19.83,17.95,21.98,32.37,55.21,6.37,134.38,137.18,90.34
2019-11-09,43.6,40.51,20.31,17.81,22.74,31.96,55.29,6.14,138.15,140.4,87.4
2019-11-10,43.72,41.64,21.76,18.31,24.19,32.34,55.48,6.22,139.5,145.45,85.95
2019-11-11,41.24,41.37,37.04,19.23,26.01,34.78,53.59,6.03,144.44,139.38,85.27
2019-11-12,40.07,38.86,38.33,19.5,25.52,34.85,50.55,6.14,133.96,134.49,79.65
2019-12-01,39.34,36.02,22.7,19.66,25.02,35.14,47.37,6.18,124.27,124.57,77.69
2019-12-02,40.66,34.81,22.79,20.29,24.79,36.28,46.59,6.48,119.57,120.13,79.78
2019-12-03,42.31,34.22,22.46,20.52,24.21,36.79,46.81,6.71,116.94,118.12,82.72
2019-12-04,44.73,34.42,21.96,20.72,23.53,36.72,48.68,6.96,119.72,121.83,86.51
2019-12-05,46.86,36.0,21.14,20.08,22.68,36.37,50.83,7.03,121.59,123.27,90.36
2019-12-06,46.35,36.5,20.23,19.19,21.82,34.55,52.16,6.82,123.69,126.81,91.71
2019-12-07,46.14,38.12,19.83,18.46,21.64,33.31,54.07,6.62,129.26,132.25,91.91
2019-12-08,45.12,39.62,19.84,17.94,21.99,32.34,55.24,6.36,134.53,137.3,90.25
2019-12-09,43.55,40.53,20.33,17.8,22.78,31.95,55.28,6.13,138.28,140.48,87.31
2019-12-10,42.62,42.51,21.97,18.4,24.49,33.59,56.15,6.13,146.4,141.64,86.08
2019-12-11,41.02,41.51,37.75,19.24,25.18,33.76,54.43,6.14,137.73,140.75,82.01
2019-12-12,40.07,38.81,44.99,19.54,25.54,34.9,50.48,6.15,133.82,134.33,79.64
2020-01-01,40.29,37.84,23.34,20.14,25.83,35.91,49.3,6.31,130.59,131.17,79.7
2020-01-02,41.3,36.38,23.6,20.86,25.8,37.31,48.19,6.6,125.79,126.6,81.3
2020-01-03,37.29,35.58,23.97,25.36,27.35,39.68,48.42,6.92,120.01,122.61,74.43
2020-01-04,46.89,37.71,19.5,19.29,24.55,39.38,49.87,7.37,137.14,128.23,89.8
2020-01-05,54.38,41.27,23.95,22.5,26.17,35.67,61.77,6.96,118.77,123.02,91.98
2020-01-06,52.15,35.84,26.59,22.53,24.84,33.5,42.95,6.7,151.62,137.67,103.19
2020-01-07,47.88,38.84,20.61,19.49,22.41,35.01,55.28,6.89,131.9,135.08,95.77
2020-01-08,47.09,40.52,20.45,18.85,22.51,33.81,56.79,6.64,137.73,141.05,94.81
2020-01-09,45.63,41.71,20.79,18.5,23.16,33.18,57.21,6.39,142.36,144.95,92.05
2020-01-10,45.23,44.15,21.7,19.41,24.49,33.87,57.12,6.23,146.17,146.6,89.9
2020-01-11,42.85,42.48,22.92,19.8,26.35,35.39,57.26,6.33,144.09,144.98,86.72
2020-01-12,41.63,40.62,23.44,19.92,26.05,35.6,52.8,6.28,140.16,141.11,83.56
2020-02-01,40.31,37.8,23.35,20.16,25.84,35.95,49.26,6.32,130.43,130.99,79.72
2020-02-02,41.35,36.34,23.61,20.89,25.79,37.34,48.15,6.61,125.63,126.42,81.36
2020-02-03,42.2,39.92,21.9,26.67,28.54,40.03,52.83,7.32,144.59,149.06,85.71
2020-02-04,39.27,35.72,23.66,24.36,27.46,42.5,53.33,8.5,148.63,142.95,96.74
2020-02-05,58.29,38.34,23.23,20.33,22.37,33.55,44.92,7.26,129.68,129.25,81.11
2020-02-06,57.32,36.07,22.34,22.99,23.72,41.75,62.62,6.49,149.77,132.05,86.23
2020-02-07,47.88,38.9,20.6,19.46,22.4,34.96,55.33,6.89,132.1,135.25,95.73
2020-02-08,47.07,40.57,20.45,18.83,22.53,33.78,56.84,6.63,137.94,141.17,94.73
2020-02-09,45.56,41.74,20.81,18.5,23.19,33.17,57.19,6.38,142.47,145.04,91.94
2020-02-10,45.8,43.92,22.44,18.79,24.18,34.09,58.55,6.26,147.83,148.69,90.4
2020-02-11,43.46,43.77,23.3,19.4,26.0,34.97,54.97,6.47,148.9,145.18,87.45
2020-02-12,41.63,40.58,23.47,19.95,26.08,35.64,52.72,6.29,139.99,140.95,83.53
2020-03-01,40.33,37.75,23.37,20.18,25.86,36.01,49.2,6.32,130.31,130.85,79.76
2020-03-02,41.4,36.29,23.61,20.9,25.78,37.38,48.12,6.62,125.52,126.3,81.47
2020-03-03,37.34,37.62,24.59,24.46,27.51,44.1,53.3,7.85,120.36,125.73,94.52
2020-03-04,46.3,39.44,27.63,19.9,26.62,37.1,48.66,8.27,150.97,117.6,105.97
2020-03-05,55.84,40.83,22.23,18.6,27.95,32.61,55.0,8.52,124.3,125.37,91.54
2020-03-06,55.78,45.06,22.17,21.29,20.2,41.82,59.63,8.75,124.94,155.19,78.79
2020-03-07,47.87,38.97,20.59,19.44,22.4,34.91,55.4,6.88,132.28,135.45,95.74
2020-03-08,47.04,40.61,20.46,18.81,22.54,33.74,56.88,6.62,138.13,141.32,94.66
2020-03-09,45.52,41.76,20.83,18.5,23.22,33.17,57.19,6.37,142.63,145.14,91.85
2020-03-10,44.75,43.94,21.57,19.27,24.2,34.09,56.6,6.26,149.49,146.6,89.0
2020-03-11,42.34,42.67,23.72,19.53,25.35,34.57,55.85,6.38,147.14,151.32,87.04
2020-03-12,41.62,40.53,23.5,19.98,26.11,35.69,52.65,6.3,139.85,140.85,83.51
2020-04-01,40.36,37.71,23.38,20.21,25.86,36.06,49.14,6.34,130.13,130.7,79.79
2020-04-02,41.46,36.26,23.62,20.92,25.77,37.41,48.11,6.63,125.42,126.13,81.56
2020-04-03,50.36,32.98,22.75,23.38,30.88,38.03,48.96,6.92,154.28,139.31,86.66
2020-04-04,47.02,45.25,21.59,23.68,29.23,39.32,52.26,8.22,131.21,129.99,106.42
2020-04-05,48.26,42.52,18.98,20.47,27.22,40.96,54.86,6.63,129.53,158.05,110.32
2020-04-06,49.23,38.25,24.0,20.4,24.71,37.69,64.78,8.76,138.59,138.64,100.43
2020-04-07,47.86,39.01,20.58,19.41,22.39,34.87,55.47,6.88,132.49,135.64,95.76
2020-04-08,47.0,40.65,20.47,18.8,22.55,33.7,56.9,6.62,138.33,141.49,94.59
2020-04-09,45.45,41.79,20.85,18.5,23.25,33.16,57.18,6.37,142.73,145.18,91.75
2020-04-10,45.06,42.99,21.93,18.8,24.69,34.72,56.53,6.22,147.81,146.7,88.96
2020-04-11,42.31,42.65,22.93,19.39,26.4,34.84,56.1,6.41,144.2,151.0,86.02
2020-04-12,41.6,40.49,23.52,20.02,26.13,35.74,52.6,6.31,139.75,140.72,83.46
2020-05-01,40.37,37.66,23.39,20.24,25.87,36.11,49.11,6.34,129.98,130.56,79.8
2020-05-02,41.52,36.21,23.61,20.94,25.75,37.44,48.09,6.64,125.29,125.99,81.65
2020-05-03,52.22,43.75,28.12,24.24,30.44,44.51,55.78,7.68,130.07,146.58,98.57
2020-05-04,49.55,44.82,26.47,21.93,21.56,43.38,62.32,7.19,130.24,137.82,104.07
2020-05-05,44.11,36.78,26.55,18.2,24.33,46.24,61.28,6.62,108.57,134.15,93.77
2020-05-06,49.58,41.74,22.12,20.41,25.07,39.02,50.13,8.12,140.42,127.87,98.23
2020-05-07,47.85,39.07,20.56,19.39,22.39,34.83,55.52,6.87,132.68,135.82,95.74
2020-05-08,46.95,40.7,20.47,18.78,22.56,33.68,56.94,6.61,138.49,141.7,94.52
2020-05-09,45.39,41.82,20.87,18.5,23.28,33.15,57.18,6.36,142.83,145.27,91.66
2020-05-10,45.05,43.75,21.64,19.53,25.38,33.91,58.29,6.25,144.83,146.94,90.37
2020-05-11,42.73,42.78,23.31,20.06,25.66,35.28,54.91,6.29,144.87,148.15,87.38
2020-05-12,41.58,40.44,23.55,20.04,26.15,35.8,52.52,6.31,139.59,140.57,83.46
2020-06-01,40.41,37.61,23.42,20.26,25.88,36.17,49.07,6.35,129.82,130.39,79.82
2020-06-02,41.58,36.18,23.61,20.96,25.74,37.48,48.07,6.65,125.2,125.87,81.74
2020-06-03,48.82,40.57,23.89,23.83,23.4,32.38,56.32,8.08,124.55,146.46,83.71
2020-06-04,49.93,37.31,23.43,21.23,25.94,47.57,49.0,7.16,152.68,136.09,94.52
2020-06-05,50.01,26.29,24.42,20.51,25.34,46.47,60.49,6.49,113.89,134.75,101.53
2020-06-06,55.05,35.83,24.45,24.35,20.71,40.5,62.42,8.1,171.56,147.85,97.48
2020-06-07,47.83,39.12,20.55,19.36,22.4,34.79,55.59,6.86,132.9,136.08,95.7
2020-06-08,46.91,40.74,20.48,18.76,22.58,33.65,56.96,6.6,138.62,149.76,94.43
2020-06-09,45.33,41.85,20.89,18.49,23.31,33.15,57.18,6.36,142.92,145.31,91.56
2020-06-10,44.9,42.43,21.76,19.21,25.33,33.76,57.84,6.49,146.34,148.38,91.48
2020-06-11,42.3,43.49,23.48,20.11,25.65,34.61,56.72,6.25,150.35,147.9,87.05
2020-06-12,41.58,40.39,23.58,20.07,26.18,35.85,52.45,6.32,139.45,140.39,83.45
2020-07-01,40.43,37.57,23.43,20.29,25.88,36.22,49.02,6.36,129.64,130.19,79.83
2020-07-02,41.63,36.14,23.61,20.97,25.73,37.51,48.06,6.65,125.11,125.75,81.84
2020-07-03,41.23,37.23,22.93,20.67,26.01,38.76,50.54,7.52,133.5,122.07,76.65
2020-07-04,52.1,34.27,25.19,23.33,24.19,42.6,47.41,8.65,131.77,135.62,103.93
2020-07-05,47.89,35.57,29.2,22.99,25.08,35.47,55.23,7.23,127.22,141.9,98.79
2020-07-06,61.44,39.17,21.28,19.96,23.23,43.72,59.83,7.92,123.84,144.27,105.31
2020-07-07,47.81,39.18,20.54,19.34,22.39,34.75,55.67,6.85,133.08,136.3,95.71
2020-07-08,46.87,40.8,20.48,18.75,22.58,33.62,56.99,6.59,138.79,142.02,94.34
2020-07-09,45.26,41.87,20.9,18.49,23.34,33.15,57.16,6.35,143.01,145.38,91.47
2020-07-10,45.09,42.13,22.01,19.0,24.93,34.45,57.41,6.41,146.95,148.56,88.48
2020-07-11,42.43,43.21,22.91,19.56,25.75,34.45,54.85,6.27,148.88,150.06,87.66
2020-07-12,41.57,40.34,23.61,20.11,26.2,35.9,52.38,6.33,139.27,140.22,83.41
2020-08-01,40.46,37.53,23.45,20.31,25.88,36.27,48.98,6.37,129.47,130.01,79.87
2020-08-02,41.67,36.1,23.61,21.0,25.71,37.55,48.06,6.66,124.96,125.63,81.94
2020-08-03,51.99,36.12,29.07,19.17,28.51,40.85,49.88,7.74,131.71,118.68,99.33
2020-08-04,41.69,40.27,27.29,19.24,24.23,38.3,51.54,7.89,123.45,139.54,89.09
2020-08-05,42.43,42.35,25.71,22.32,23.92,38.98,54.95,6.4,151.78,116.8,100.94
2020-08-06,51.18,38.17,21.05,21.41,23.79,41.08,53.1,6.87,109.4,126.44,92.78
2020-08-07,47.79,39.24,20.52,19.32,22.39,34.7,55.75,6.84,133.3,136.51,95.71
2020-08-08,46.83,40.85,20.48,18.73,22.6,33.61,57.01,6.58,138.96,142.17,94.24
2020-08-09,45.21,41.89,20.93,18.5,23.36,33.14,57.14,6.35,143.14,145.44,91.33
2020-08-10,44.03,42.15,21.77,18.83,25.03,34.53,57.81,6.3,146.97,149.27,90.83
2020-08-11,42.87,42.45,22.93,20.09,26.14,36.07,55.41,6.36,145.52,145.12,85.98
2020-08-12,41.55,40.3,23.63,20.13,26.22,35.96,52.3,6.33,139.1,140.07,83.37
2020-09-01,40.48,37.48,23.45,20.33,25.88,36.31,48.94,6.38,129.32,129.84,79.9
2020-09-02,41.72,36.06,23.61,21.02,25.7,37.6,48.05,6.67,124.8,125.51,82.03
2020-09-03,44.52,37.77,26.18,24.29,24.02,35.53,47.7,7.55,151.94,128.21,92.74
2020-09-04,41.3,36.8,24.92,22.76,26.92,40.28,50.16,7.05,120.84,132.3,82.09
2020-09-05,50.65,38.22,26.46,18.47,20.73,44.61,50.82,6.51,138.33,148.46,86.36
2020-09-06,59.65,36.96,19.96,22.39,24.95,39.43,55.71,7.59,108.46,132.78,106.43
2020-09-07,47.77,39.3,20.51,19.3,22.39,34.66,55.8,6.84,133.5,136.76,95.71
2020-09-08,46.78,40.89,20.49,18.71,22.62,33.57,57.04,6.57,139.15,142.29,94.16
2020-09-09,45.15,41.9,20.96,18.5,23.39,33.14,57.12,6.34,143.24,145.49,91.22
2020-09-10,44.58,43.33,22.4,19.06,24.38,33.72,58.19,6.45,145.04,149.24,90.46
2020-09-11,43.83,42.97,23.31,19.67,26.12,35.06,54.49,6.28,146.82,148.71,85.76
2020-09-12,41.55,40.25,23.66,20.16,26.24,36.02,52.21,6.34,138.95,139.89,83.35
2020-10-01,40.52,37.43,23.47,20.36,25.89,36.36,48.9,6.39,129.16,129.72,79.94
2020-10-02,41.78,36.03,23.61,21.03,25.69,37.62,48.05,6.68,124.69,125.38,82.11
2020-10-03,40.4,38.89,22.35,26.88,22.42,41.55,45.66,7.29,133.43,113.15,100.24
2020-10-04,51.52,38.66,22.61,24.62,22.33,42.73,53.6,7.46,135.3,111.92,97.27
2020-10-05,51.06,37.33,19.04,24.13,22.35,35.01,48.98,7.15,137.6,125.15,108.21
2020-10-06,49.12,43.9,25.87,21.5,25.67,41.13,55.43,7.03,137.06,133.19,106.56
2020-10-07,47.75,39.34,20.5,19.27,22.38,34.63,55.86,6.83,133.69,136.97,95.68
2020-10-08,46.74,40.93,20.49,18.7,22.64,33.56,57.06,6.56,139.35,142.44,94.07
2020-10-09,45.1,41.93,20.98,18.49,23.43,33.14,57.12,6.33,143.33,145.57,91.09
2020-10-10,43.64,43.05,21.87,19.38,24.67,33.55,56.37,6.35,147.74,151.9,90.79
2020-10-11,43.31,42.67,23.26,19.45,26.09,34.95,55.64,6.36,145.82,147.32,88.21
2020-10-12,41.54,40.19,23.69,20.19,26.26,36.07,52.15,6.34,138.77,139.75,83.32
2020-11-01,40.54,37.37,23.49,20.39,25.89,36.4,48.86,6.4,128.98,129.61,79.98
2020-11-02,41.82,35.99,23.6,21.05,25.68,37.64,48.03,6.69,124.48,125.26,82.21
2020-11-03,41.55,29.87,22.58,24.38,24.43,40.81,46.82,7.86,105.14,132.05,86.99
2020-11-04,39.4,35.08,25.22,24.6,26.17,39.92,56.52,7.61,108.48,138.42,91.14
2020-11-05,59.2,43.5,18.97,21.63,22.7,62.14,52.43,7.84,123.03,155.54,98.27
2020-11-06,54.85,34.37,21.83,23.14,22.51,41.86,54.66,5.56,147.66,153.81,74.66
2020-11-07,47.72,39.41,20.49,19.25,22.38,34.58,55.92,6.82,133.84,137.14,95.66
2020-11-08,46.68,40.99,20.5,18.68,22.66,33.53,57.07,6.55,139.48,142.59,93.99
2020-11-09,45.05,41.94,21.0,18.49,23.46,33.14,57.1,6.33,143.44,145.63,90.97
2020-11-10,44.18,43.17,22.58,19.09,24.47,35.11,57.59,6.24,149.51,147.27,89.65
2020-11-11,43.15,42.44,23.67,20.12,26.41,35.81,55.77,6.42,143.05,149.15,87.66
2020-11-12,41.53,40.14,23.71,20.22,26.28,36.13,52.08,6.35,138.64,139.56,83.3
2020-12-01,40.58,37.33,23.49,20.41,25.9,36.44,48.81,6.41,128.8,129.45,80.01
2020-12-02,41.89,35.96,23.6,21.07,25.66,37.67,48.02,6.7,124.35,125.14,82.33
2020-12-03,43.93,44.49,25.5,18.38,26.03,37.35,53.36,8.41,119.94,119.0,103.62
2020-12-04,49.9,38.12,22.51,21.3,25.99,43.06,51.03,7.41,143.81,134.98,112.66
2020-12-05,47.87,38.22,22.97,19.19,19.99,43.64,49.9,7.0,120.79,129.0,122.78
2020-12-06,55.58,40.8,19.5,20.17,24.16,38.66,49.42,8.16,123.31,140.57,99.34
2020-12-07,47.69,39.47,20.49,19.23,22.37,34.54,55.98,6.81,134.04,137.31,95.65
2020-12-08,46.65,41.02,20.51,18.66,22.67,33.5,57.09,6.54,139.65,142.71,93.93
2020-12-09,44.98,41.96,21.02,18.5,23.49,33.15,57.07,6.32,143.51,145.7,90.87
2020-12-10,44.35,42.08,21.9,18.98,25.4,33.74,58.29,6.47,144.84,147.3,88.65
2020-12-11,42.65,41.79,22.97,19.99,25.94,36.12,56.08,6.43,148.29,143.9,87.88
2020-12-12,41.53,40.1,23.73,20.25,26.31,36.17,52.02,6.36,138.5,139.38,83.29
2021-01-01,41.77,39.1,24.13,20.84,26.57,37.18,50.81,6.52,135.13,135.83,83.39
2021-01-02,42.86,31.4,24.33,21.59,26.56,38.52,49.55,6.8,129.93,130.8,84.94
2021-01-03,44.42,36.68,24.12,21.97,26.09,39.26,49.32,7.08,126.32,127.82,87.85
2021-01-04,47.27,37.2,23.8,22.48,25.74,39.53,50.72,7.34,126.38,127.36,93.04
2021-01-05,49.0,37.06,23.13,22.07,24.59,39.57,53.36,7.52,127.8,131.23,97.62
2021-01-06,49.22,38.37,21.79,20.83,23.44,37.31,54.58,7.34,130.54,133.72,98.26
2021-01-07,49.37,40.01,21.24,20.07,23.05,35.94,56.8,7.16,136.46,139.59,99.19
2021-02-01,41.81,39.05,24.15,20.87,26.58,37.23,50.75,6.53,134.92,135.7,83.4
2021-02-02,42.92,37.58,24.33,21.61,26.55,38.57,49.53,6.82,129.78,130.7,85.02
2021-02-03,44.48,36.66,24.11,21.97,26.06,39.28,49.33,7.09,126.2,127.75,87.94
2021-02-04,46.92,36.87,23.77,22.56,25.4,39.85,51.61,7.4,126.86,127.5,93.9
2021-02-05,49.42,38.04,22.73,21.68,24.84,39.63,53.45,7.43,127.33,131.11,96.92
2021-02-06,49.24,38.42,21.75,20.79,23.43,37.25,54.67,7.34,130.71,133.92,98.31
2021-02-07,49.36,40.07,21.23,20.05,23.04,35.9,56.87,7.15,136.66,139.84,99.16
2021-03-01,41.82,38.99,24.16,20.91,26.59,37.28,50.7,6.54,134.74,135.55,83.44
2021-03-02,42.97,37.54,24.32,21.62,26.55,38.62,49.51,6.83,129.62,130.56,85.11
2021-03-03,44.54,36.64,24.1,21.98,26.05,39.29,49.35,7.1,126.12,127.7,88.06
2021-03-04,47.7,36.99,23.76,21.95,25.49,39.48,51.23,7.32,126.21,130.42,93.36
2021-03-05,49.25,38.19,23.15,21.82,24.73,39.26,52.86,7.51,128.65,131.49,98.35
2021-03-06,49.27,38.46,21.73,20.77,23.41,37.21,54.76,7.33,130.93,134.09,98.34
2021-03-07,49.35,40.12,21.22,20.03,23.03,35.85,56.93,7.14,136.86,140.05,99.13
2021-04-01,41.84,38.94,24.18,20.93,26.6,37.33,50.65,6.55,134.53,135.39,83.44
2021-04-02,43.03,37.51,24.32,21.64,26.54,38.65,49.49,6.84,129.47,130.41,85.2
2021-04-03,44.6,36.63,24.08,21.99,26.02,39.32,49.35,7.11,126.05,127.63,88.18
2021-04-04,47.95,36.52,23.59,21.96,25.76,40.29,51.51,7.37,125.55,129.08,92.47
2021-04-05,48.42,37.53,22.95,21.81,24.78,39.06,53.25,7.6,127.39,130.17,97.74
2021-04-06,49.3,38.5,21.72,20.74,23.39,37.17,54.84,7.33,131.11,134.25,98.41
2021-04-07,49.34,40.17,21.22,20.0,23.02,35.81,57.01,7.14,137.05,140.27,99.14
2021-05-01,41.85,38.9,24.19,20.96,26.6,37.39,50.6,6.56,134.38,135.19,83.46
2021-05-02,43.07,37.45,24.32,21.65,26.53,38.68,49.47,6.85,129.3,130.29,85.28
2021-05-03,44.65,36.6,24.06,22.0,26.0,39.34,49.36,7.12,125.97,127.56,88.32
2021-05-04,47.83,37.51,23.88,22.15,25.76,39.4,50.8,7.34,127.65,128.2,94.5
2021-05-05,49.6,37.57,22.93,21.69,24.26,39.61,53.7,7.52,130.29,130.31,98.8
2021-05-06,49.33,38.56,21.69,20.72,23.37,37.11,54.93,7.32,131.3,134.45,98.48
2021-05-07,49.32,40.24,21.21,19.97,23.02,35.78,57.06,7.13,137.25,140.49,99.13
2021-06-01,41.88,38.84,24.2,20.99,26.61,37.43,50.55,6.57,134.25,135.06,83.49
2021-06-02,43.12,37.41,24.31,21.68,26.52,38.71,49.46,6.86,129.17,130.11,85.4
2021-06-03,44.72,36.59,24.04,22.01,25.98,39.34,49.37,7.12,125.88,127.5,88.45
2021-06-04,46.74,37.18,23.86,21.97,25.7,40.03,50.88,7.41,125.62,130.03,93.4
2021-06-05,48.44,37.25,22.64,22.07,24.45,38.95,52.61,7.45,127.78,133.78,96.95
2021-06-06,49.35,38.6,21.66,20.69,23.35,37.08,55.01,7.32,131.49,134.66,98.51
2021-06-07,49.31,40.3,21.19,19.95,23.02,35.72,57.12,7.12,137.47,140.68,99.09
2021-07-01,41.91,38.8,24.22,21.02,26.61,37.48,50.49,6.57,134.04,134.89,83.52
2021-07-02,43.17,37.36,24.31,21.69,26.5,38.75,49.43,6.87,129.03,130.01,85.48
2021-07-03,44.78,36.57,24.03,22.02,25.95,39.36,49.39,7.13,125.8,127.42,88.58
2021-07-04,47.69,36.77,23.52,22.23,25.17,39.95,50.88,7.52,125.87,130.68,92.88
2021-07-05,49.17,38.03,22.52,21.88,24.65,39.44,53.55,7.4,130.66,133.98,98.93
2021-07-06,49.36,38.65,21.64,20.67,23.33,37.03,55.08,7.31,131.68,134.86,98.57
2021-07-07,49.3,40.35,21.18,19.92,23.02,35.68,57.17,7.11,137.67,140.86,99.08
2021-08-01,41.94,38.75,24.22,21.04,26.62,37.53,50.46,6.58,133.92,134.71,83.55
2021-08-02,43.22,37.33,24.3,21.71,26.49,38.78,49.42,6.88,128.89,129.92,85.54
2021-08-03,44.85,36.55,24.01,22.02,25.93,39.37,49.41,7.14,125.72,127.4,88.72
2021-08-04,46.92,37.12,23.88,22.37,25.12,39.78,51.63,7.42,125.97,129.91,92.94
